Age,Employment_Type,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Purpose,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Decision
26,Salaried,724000,2.3,4,Education,1627000,36,2,381800,14160,95,224.72,5.8,0,0,0,0,0.5,6,100,680,0
43,Salaried,911300,6.7,2,Home,892000,48,1,2123300,65340,95,97.88,29.71,1,3,34,2,13.1,2,91.47,657,0
40,Contract,420900,6.3,2,Vehicle,1094000,36,0,0,0,95,259.92,39.06,0,1,11,5,12.6,3,97.84,656,0
42,Salaried,713100,4.1,3,Business,669000,72,0,0,0,23.16,93.82,22.75,0,1,7,2,22.3,2,95.26,754,0
45,Salaried,1006100,1,0,Medical,526000,24,0,0,0,30.02,52.28,17.1,0,0,0,1,30.5,3,99.16,811,1
49,Salaried,322900,6.5,2,Business,656000,60,1,41400,1010,54.51,203.16,17.6,0,1,8,3,21.4,3,97.83,721,0
27,Salaried,1264200,8.4,1,Personal,547000,72,0,0,0,10.97,43.27,35.65,0,0,0,1,3.1,5,99.81,667,1
25,Salaried,463200,4.7,1,Education,876000,24,0,0,0,95,189.12,27.62,0,1,17,2,0.5,2,100,647,0
37,Self-Employed,821600,6.4,2,Education,697000,60,0,0,0,22.61,84.83,20.44,0,1,9,1,17.9,2,96.09,728,0
28,Professional,530300,3.7,3,Personal,672000,48,0,0,0,42.89,126.72,74.84,0,2,34,3,6,1,98.06,619,0
27,Business Owner,692900,1.5,4,Consumer Durable,810000,36,2,799000,22730,86.85,116.9,22.71,0,0,0,2,0.5,5,98.17,701,0
46,Self-Employed,550900,9.3,3,Home Renovation,1364000,36,2,614700,22200,95,247.59,38.73,1,0,0,1,25.3,6,93.22,723,0
27,Self-Employed,536400,7,2,Personal,402000,72,0,0,0,20.5,74.94,15.35,1,1,14,2,7.1,2,88.44,656,1
36,Self-Employed,825500,11,0,Vehicle,1704000,12,1,313600,9830,95,206.42,42.12,0,1,9,3,14.9,2,99.27,673,0
22,Salaried,508300,2.5,2,Business,392000,84,0,0,0,18.42,77.12,3.51,0,0,0,2,0.5,4,100,694,0
37,Salaried,725500,7.4,0,Home,336000,24,1,108500,4450,34.7,46.31,17.73,0,1,17,2,12.3,2,97.13,754,1
46,Self-Employed,334300,4.3,2,Business,235000,60,0,0,0,20.58,70.3,44.86,0,1,7,1,17.7,4,98.65,702,1
46,Salaried,756600,9.9,1,Vehicle,1600000,48,0,0,0,72.13,211.47,48.29,0,1,13,2,15.2,1,95.27,660,0
45,Business Owner,551300,0.5,2,Personal,834000,24,0,0,0,89.88,151.28,14.08,0,1,14,2,14.7,2,98.75,724,0
35,Salaried,1005100,2.6,1,Personal,2570000,60,0,0,0,66.41,255.7,36.08,1,2,32,2,4.9,7,80.8,625,0
45,Business Owner,314600,3.6,0,Personal,419000,84,1,82100,1820,36.6,133.18,51.97,0,0,0,0,21.5,4,100,733,1
40,Self-Employed,465500,1.2,1,Personal,1261000,48,2,51500,1910,89.9,270.89,28.98,1,3,35,2,16,3,81.41,660,0
32,Salaried,722900,0.5,3,Personal,1779000,24,1,114200,2320,95,246.09,29.99,0,1,9,4,4,3,93.99,643,0
39,Business Owner,484000,2.2,2,Vehicle,865000,72,2,623500,21890,95,178.72,30.13,0,0,0,3,18.3,6,98.17,714,0
44,Business Owner,375100,5.5,2,Vehicle,834000,36,0,0,0,91.8,222.34,31.93,0,0,0,1,13.3,3,99.83,696,0
25,Professional,439500,0.9,1,Business,473000,12,0,0,0,95,107.62,35.3,1,2,29,0,5.4,3,83.97,652,0
27,Salaried,484400,13.7,2,Home Renovation,435000,36,1,488600,8870,57.79,89.8,35.86,0,1,16,1,2.2,5,100,677,0
35,Salaried,313800,9.5,1,Personal,840000,36,1,46200,950,95,267.69,34.59,0,1,16,5,6.6,4,95.95,659,0
26,Contract,455200,6,1,Personal,222000,60,1,91100,2980,20.49,48.77,40.65,1,1,17,1,0.5,4,92.55,629,1
25,Self-Employed,2428400,8.5,2,Consumer Durable,927000,60,2,1294500,29110,24.71,38.17,39.54,0,2,16,1,8.6,5,92.83,685,1
32,Professional,653400,9,0,Personal,647000,72,3,1192400,45950,95,99.02,16.6,0,1,9,2,4.6,6,98.66,684,1
44,Salaried,695600,6.8,1,Personal,1102000,48,3,1305900,49460,95,158.42,52.5,0,1,15,1,22.7,4,100,710,1
44,Salaried,591800,10.9,1,Education,1651000,24,2,437500,9230,95,278.98,25.42,1,2,13,1,24.6,5,88.41,731,0
39,Salaried,1099500,6.2,2,Vehicle,517000,36,0,0,0,20.15,47.02,67.21,0,1,17,1,13.2,2,100,648,1
38,Professional,629200,7.9,1,Personal,1537000,36,0,0,0,95,244.28,19.44,0,1,14,3,17.9,1,97.23,738,0
54,Contract,487800,2.1,4,Medical,707000,72,1,330100,13280,70.57,144.94,20.2,0,1,11,4,34.1,4,97.96,786,1
31,Salaried,601100,9.9,0,Home,1447000,24,1,211700,8730,95,240.73,28.45,0,0,0,5,6.7,4,100,700,0
38,Salaried,1082900,7.4,0,Vehicle,760000,12,2,191400,5550,82.94,70.18,33.06,0,0,0,0,15,5,99.18,706,0
31,Salaried,945200,6.2,1,Personal,1043000,12,0,0,0,95,110.35,41.72,0,1,9,3,10.4,4,95.96,676,0
25,Self-Employed,247900,9,0,Home,640000,36,0,0,0,95,258.17,38.02,2,5,80,3,1.3,2,77.89,543,0
46,Salaried,627100,11,0,Personal,1031000,60,0,0,0,46.87,164.41,10.19,0,0,0,0,17.3,3,100,773,0
33,Salaried,816200,4.5,1,Home,914000,36,1,117400,3130,49.77,111.98,45.08,1,0,0,4,1.7,6,93.83,600,0
42,Self-Employed,652400,2,3,Business,1731000,72,0,0,0,72.5,265.33,19.5,0,2,24,3,23.4,5,95.59,757,0
34,Salaried,2411000,6.8,4,Education,816000,84,2,1339500,33290,25.09,33.84,35.18,0,2,19,2,16.1,5,94.7,720,1
47,Salaried,819300,7.4,0,Personal,1614000,36,0,0,0,85.14,197,27.27,0,1,14,1,21.1,1,92.38,706,0
28,Salaried,911800,2.3,3,Personal,875000,48,2,1489200,36920,77.3,95.96,10.19,0,0,0,2,0.5,4,100,706,0
46,Salaried,330200,3.7,1,Medical,551000,24,1,480200,17310,95,166.87,24.76,0,0,0,3,11,4,99.97,711,0
44,Salaried,322400,11.5,1,Education,640000,48,3,681300,25800,95,198.51,60.27,0,0,0,3,23.5,5,98.85,690,1
21,Salaried,443800,2.7,2,Business,838000,36,1,57600,2170,86.9,188.82,28.27,0,1,9,2,0.5,4,96.34,677,0
32,Salaried,346900,5.5,1,Vehicle,145000,48,2,506500,15440,66.23,41.8,44.21,1,1,7,0,12.4,6,87.96,649,0
45,Professional,718000,2.7,2,Personal,464000,72,0,0,0,17.53,64.62,39.45,0,0,0,1,19.5,5,100,752,1
50,Contract,432400,6.3,0,Personal,286000,36,1,1160900,39410,95,66.14,36.14,0,2,11,4,21.6,5,90.64,702,0
42,Salaried,278500,4.5,2,Personal,84000,24,0,0,0,17.83,30.16,22.45,0,0,0,0,15,1,100,718,1
33,Salaried,1022400,0.5,1,Vehicle,1270000,24,0,0,0,72.38,124.22,39.71,0,0,0,3,5.6,2,100,643,0
28,Business Owner,668500,6.2,2,Personal,945000,36,0,0,0,55.95,141.36,45.06,0,1,12,3,0.9,3,94.67,631,0
41,Professional,662400,6.2,0,Medical,855000,84,1,98600,3090,37.24,129.08,67.2,0,0,0,4,14.6,3,99.41,666,0
32,Salaried,450000,2.1,6,Home,1197000,24,1,1170900,40040,95,266,33.19,0,0,0,1,7.9,5,97.12,677,0
33,Salaried,738900,5.1,3,Consumer Durable,483000,60,0,0,0,17.2,65.37,35.06,0,1,18,2,11.7,2,100,689,1
34,Professional,710400,4.6,2,Vehicle,362000,72,0,0,0,11.43,50.96,25.59,0,0,0,2,14,4,97.67,705,0
43,Salaried,786400,6.9,2,Home,1306000,36,1,88000,3530,77.21,166.07,46.9,0,0,0,4,12.1,4,100,690,0
51,Salaried,488300,6.3,1,Vehicle,437000,36,2,1436300,42140,95,89.49,36.93,0,0,0,1,28.6,6,97.04,742,0
45,Salaried,499900,5.1,0,Personal,1283000,12,0,0,0,95,256.65,30.48,0,0,0,6,12.6,3,93.41,700,0
36,Salaried,455300,4.9,1,Education,998000,24,0,0,0,95,219.2,31.32,0,0,0,1,14,3,99.96,718,0
28,Business Owner,396400,4.3,1,Vehicle,284000,36,1,141800,5880,47.58,71.64,65.99,1,1,8,1,3.4,3,89.15,580,0
42,Salaried,1580500,9.9,0,Home,1876000,72,0,0,0,27.29,118.7,19.27,0,0,0,3,20.8,2,99.51,751,1
50,Salaried,180000,7.2,1,Vehicle,142000,24,0,0,0,44.12,78.89,21.93,0,1,15,3,22,3,98.23,738,1
45,Salaried,336300,10.3,2,Home,619000,12,1,78800,3300,95,184.06,24.81,0,0,0,2,20.6,4,97.93,746,0
38,Salaried,637500,7.4,3,Home Renovation,286000,12,0,0,0,47.33,44.86,9.93,0,1,16,3,6.4,5,97.64,688,1
32,Salaried,398700,5,3,Personal,1038000,36,2,847100,24620,95,260.35,44.12,1,4,35,3,8.3,5,87.45,615,0
39,Salaried,637400,3.4,1,Home,460000,24,2,1211000,23670,86.23,72.17,24.04,0,1,16,2,16.1,4,100,748,0
46,Salaried,297700,4.3,3,Vehicle,261000,48,0,0,0,26.98,87.67,32.05,0,2,34,3,27.6,4,89.85,743,1
38,Salaried,227600,6.1,3,Home,439000,48,1,698900,13190,95,192.88,44.16,0,0,0,3,17.2,2,99.85,707,1
35,Self-Employed,500500,8.6,2,Education,695000,48,0,0,0,42.51,138.86,35.06,0,1,12,3,17.1,3,95.86,673,0
30,Salaried,1034900,3.2,3,Personal,1280000,48,0,0,0,37.73,123.68,10.76,0,3,29,2,6.2,3,89.58,715,1
58,Self-Employed,693000,6.4,0,Business,1924000,60,0,0,0,83.14,277.63,36.23,2,2,16,7,35,5,85.59,661,0
28,Self-Employed,911800,3,0,Personal,1976000,12,1,241400,6130,95,216.71,9.86,0,0,0,4,5,4,96.97,664,0
28,Salaried,1154200,5.1,1,Education,2860000,36,0,0,0,95,247.79,10.91,0,1,11,4,0.5,3,99.18,665,0
37,Salaried,868500,7.6,0,Vehicle,1443000,72,1,651300,20490,65.21,166.15,26.75,0,0,0,1,8.9,4,100,697,0
34,Salaried,412400,8.1,0,Personal,519000,72,0,0,0,29.02,125.85,19.44,0,0,0,1,13.8,2,100,711,1
45,Professional,501400,0.5,0,Medical,758000,36,1,143400,4550,68.87,151.18,29.7,1,1,10,4,19.5,3,88.45,659,0
45,Salaried,360600,6.1,4,Vehicle,577000,12,1,25700,690,95,160.01,38.86,0,0,0,5,19.7,3,98.41,698,0
26,Professional,518900,7.9,2,Medical,748000,24,0,0,0,85.23,144.15,14.91,0,1,13,2,3.9,2,96.99,640,0
30,Salaried,428800,3.4,4,Personal,705000,84,1,165200,5310,54.88,164.41,36.3,0,0,0,2,7,3,100,683,1
29,Salaried,707900,5.2,1,Personal,1335000,60,1,157400,4450,56.82,188.59,23.47,1,0,0,2,4.4,3,88.99,661,0
43,Business Owner,373700,7.5,2,Personal,341000,36,0,0,0,39.25,91.25,34.02,0,1,11,1,22.1,4,97.5,715,1
40,Business Owner,495500,4.7,1,Personal,1332000,72,0,0,0,68.17,268.82,27.9,0,0,0,4,12.1,5,100,715,0
33,Salaried,1019100,2,3,Personal,2201000,60,0,0,0,55.1,215.97,52.35,1,1,17,2,9.9,2,84.13,628,0
38,Professional,1011600,6.1,2,Personal,2652000,36,3,1440200,47020,95,262.16,49,1,3,40,3,7.8,5,81.39,593,0
26,Salaried,811100,6.4,1,Education,2123000,72,0,0,0,59.55,261.74,81.49,0,1,8,8,4.5,2,95.4,579,0
30,Self-Employed,347500,5.5,3,Personal,218000,24,1,115900,2360,45.17,62.73,39.3,0,2,29,0,7.6,2,90.32,670,1
25,Professional,2785600,3.9,1,Personal,4955000,36,2,275800,6300,78.8,177.88,8.51,0,3,30,2,2.1,5,94.91,691,1
37,Salaried,507900,3.3,1,Personal,991000,36,1,61800,2210,87.45,195.12,8.98,0,0,0,3,10.1,5,99.1,710,0
37,Salaried,729900,3.2,0,Personal,626000,84,0,0,0,18.4,85.77,55.35,0,0,0,2,9,3,99.8,655,0
28,Salaried,515800,0.5,2,Education,1155000,84,1,12300,500,55.91,223.92,23.64,1,0,0,3,6.9,2,91.26,664,1
40,Business Owner,575200,5.7,4,Personal,1348000,72,4,278700,8870,71.91,234.35,65.69,0,0,0,0,21.7,6,98.13,681,0
45,Salaried,181800,3.9,2,Personal,267000,84,2,980200,26080,95,146.86,58.19,1,4,37,0,16.8,5,77.97,620,0
27,Self-Employed,768500,8.2,1,Home,1336000,60,1,41900,750,52.04,173.85,22.6,0,2,16,4,8.7,5,97.15,706,1
33,Professional,373300,6.5,4,Education,224000,72,0,0,0,14.82,60.01,11.52,0,0,0,3,6.9,2,100,730,1
40,Salaried,1162100,5.3,2,Vehicle,3193000,60,4,502300,16770,89.81,274.76,49.1,0,0,0,4,17.9,9,99.63,696,0
36,Self-Employed,769300,2.9,2,Home Renovation,1571000,60,2,152600,5500,61.74,204.21,39.59,1,4,28,3,12.3,6,84.34,620,0
24,Salaried,1326600,4.5,0,Home,1427000,24,0,0,0,62.66,107.57,19.73,0,2,13,0,2.3,5,91.67,683,0
32,Contract,470300,6.1,0,Personal,633000,60,0,0,0,35.02,134.59,24.76,0,1,17,3,9.8,1,99.53,700,1
32,Self-Employed,405600,6.9,3,Personal,951000,48,0,0,0,78.01,234.47,46.02,1,2,36,0,11.3,2,90.09,649,0
35,Salaried,1015800,6.1,2,Business,1492000,48,1,38300,1130,46.04,146.88,19.11,0,2,29,3,14.5,7,92.93,709,0
35,Salaried,796800,1.7,0,Medical,1635000,36,0,0,0,88.14,205.2,30.76,0,1,13,2,12.4,2,96.74,675,0
49,Salaried,877700,8.3,1,Vehicle,1245000,48,0,0,0,44.14,141.85,14.45,0,0,0,3,30.6,2,98.77,786,1
34,Salaried,582500,0.5,1,Personal,647000,60,1,328200,9160,49.5,111.07,31.76,0,0,0,2,14.3,6,100,711,0
21,Business Owner,371000,4.7,2,Home Renovation,865000,72,1,210600,5630,72.52,233.15,22.73,0,1,11,1,0.5,3,100,687,0
37,Salaried,410100,1.2,1,Personal,320000,72,0,0,0,20.1,78.03,34.6,0,0,0,1,9.3,2,99.09,676,0
51,Professional,945400,4.6,1,Vehicle,1719000,60,0,0,0,48.18,181.83,50.07,0,1,10,2,26.6,2,100,735,0
35,Salaried,839200,7.1,0,Personal,453000,72,1,292800,12220,30.96,53.98,27.35,0,0,0,0,13.6,4,95.75,712,0
32,Salaried,844600,3.9,1,Vehicle,1321000,12,2,464700,17620,95,156.41,36.57,0,1,9,3,6.3,4,98.77,652,0
33,Salaried,520200,6.8,3,Personal,1199000,36,0,0,0,90.87,230.49,56.74,0,1,9,9,2.5,2,91.9,587,0
41,Salaried,354000,5.3,0,Vehicle,295000,24,1,31600,570,50.36,83.33,16.51,0,1,15,1,14.3,5,94.24,713,1
33,Salaried,492200,3.4,2,Business,402000,48,1,135000,3140,33.5,81.67,28.07,0,1,11,2,6.8,8,100,715,1
23,Salaried,441800,8,2,Vehicle,406000,72,1,626400,13340,57.19,91.9,41.33,0,1,12,2,0.5,4,96,631,0
30,Salaried,1410100,4.1,2,Business,1471000,48,0,0,0,34.19,104.32,21.28,1,6,58,3,0.5,2,75.64,648,1
35,Business Owner,1117300,5.6,1,Home,480000,36,2,1733800,64890,86.93,42.96,41.51,0,0,0,0,8,5,100,668,0
41,Salaried,487600,7.7,2,Business,1054000,72,2,290400,9130,78.41,216.16,37.49,0,1,15,1,16.7,5,90.69,701,1
31,Professional,1790400,3.9,3,Personal,4983000,48,4,5244700,140410,95,278.32,30.96,0,0,0,3,8.2,6,99.13,690,0
33,Salaried,787800,9.7,3,Business,905000,60,1,113700,2970,37.96,114.88,4.34,0,2,28,3,8.3,7,100,742,1
36,Salaried,609500,4.4,1,Home,445000,48,0,0,0,24.38,73.01,29.11,0,1,7,2,12,3,100,699,1
29,Salaried,550600,11,3,Personal,801000,36,0,0,0,58.6,145.48,14.86,0,0,0,1,0.5,1,100,673,0
35,Self-Employed,1017100,11.5,0,Business,434000,36,1,112600,3110,21.02,42.67,20.31,0,1,9,0,0.5,3,94.24,684,1
40,Professional,492600,7.4,4,Education,817000,60,1,20200,500,47.44,165.85,77.45,0,2,12,4,16.4,2,95.03,633,0
26,Salaried,1124100,3.6,2,Personal,1027000,48,1,80600,3200,31.4,91.36,41.19,0,1,13,1,0.5,5,95.42,656,1
39,Self-Employed,532200,8.4,1,Vehicle,783000,24,1,109000,3530,91.92,147.13,23.44,0,0,0,3,9.3,2,100,675,1
27,Salaried,844900,0.9,3,Personal,1310000,48,0,0,0,50.99,155.05,41.95,0,0,0,0,0.5,2,100,634,1
27,Salaried,1000300,4.4,1,Education,1294000,36,2,4825800,145410,95,129.36,51.88,0,0,0,5,7.8,4,100,640,0
30,Professional,449600,2.7,0,Medical,311000,36,1,444500,12550,62.12,69.17,23.93,0,1,6,0,8.4,4,94.75,658,1
48,Salaried,810600,2,0,Personal,411000,60,0,0,0,13.49,50.7,42.84,0,1,16,0,30.1,1,98.56,768,1
21,Business Owner,1189000,1,2,Medical,3170000,36,2,996400,23390,95,266.61,61.09,0,0,0,0,0.5,4,100,616,0
32,Salaried,396800,4.1,2,Vehicle,639000,60,3,505700,12510,80.93,161.04,29.56,0,0,0,2,15.5,5,97.2,700,0
36,Salaried,670300,2,5,Medical,1671000,36,0,0,0,95,249.29,33.71,1,2,36,5,10.4,4,83.1,632,0
46,Contract,1372400,4.6,2,Home,2492000,60,3,260300,5990,55.39,181.58,55.14,0,0,0,3,18.8,7,100,696,0
53,Salaried,810000,3.7,1,Medical,1378000,60,2,713900,22120,80.73,170.12,25.64,0,1,7,3,34.8,6,96.92,797,1
32,Salaried,662200,8,0,Personal,1839000,36,0,0,0,95,277.71,46.71,0,0,0,6,13.2,4,100,681,0
41,Salaried,998800,9.2,2,Personal,1824000,84,1,546900,11050,49.24,182.62,19.29,0,0,0,0,19,4,100,738,0
35,Salaried,1499000,7.9,4,Business,936000,24,0,0,0,35.09,62.44,10.77,0,0,0,1,10.6,5,100,728,1
35,Professional,911500,10.1,1,Business,1956000,48,2,210400,6240,81.21,214.59,68.48,0,0,0,5,7,6,99.03,628,0
38,Salaried,1464500,3,2,Home Renovation,1210000,36,1,139000,5430,36.03,82.62,13.15,0,0,0,2,12.6,2,100,730,1
23,Professional,648300,7.3,1,Personal,298000,48,0,0,0,15.07,45.97,19.96,0,0,0,3,5.7,4,99.61,674,0
36,Salaried,1167500,5.7,2,Education,2339000,24,2,374500,13410,95,200.34,37.13,0,0,0,2,12.1,5,100,713,0
40,Salaried,470400,3.2,0,Personal,1030000,60,3,1504900,50620,95,218.96,18.68,0,1,12,2,19,5,95.68,703,1
29,Salaried,1609200,1.4,2,Medical,1451000,24,0,0,0,50.14,90.17,50.98,1,3,29,1,1.6,7,89.96,588,0
40,Salaried,706500,4.8,1,Personal,1671000,60,0,0,0,67.77,236.52,9.93,0,0,0,3,18.6,4,97.26,740,0
21,Salaried,711900,3.4,2,Medical,1817000,12,0,0,0,95,255.23,24.64,0,2,22,2,0.5,3,93.97,643,0
37,Business Owner,1315000,4.9,1,Education,2979000,60,0,0,0,58.13,226.54,16.03,0,0,0,2,19.7,4,99.62,765,1
47,Salaried,708700,3.6,0,Home,834000,36,0,0,0,48.34,117.68,11.8,0,0,0,0,24.2,3,97.18,760,1
34,Self-Employed,613200,2.7,1,Business,1396000,36,2,423000,10140,95,227.66,43.19,1,3,50,1,11.2,6,84.87,622,0
28,Salaried,512600,5.6,0,Education,1061000,84,2,380000,12700,81.17,206.98,20.43,0,2,18,3,5.1,6,90,671,0
24,Self-Employed,808300,0.7,1,Personal,538000,84,2,55200,2590,19.22,66.56,23.81,0,0,0,4,5.6,3,100,669,0
39,Salaried,597700,8.3,2,Medical,1167000,60,1,87400,2470,62.96,195.25,17.94,0,0,0,2,10.6,4,100,702,1
44,Salaried,583800,0.8,0,Education,384000,24,1,20600,820,39.73,65.78,27.41,0,1,14,1,17.3,3,94.67,731,1
36,Salaried,1085300,5.8,2,Education,1944000,72,2,193500,4260,52.59,179.12,35.03,0,0,0,1,18.4,4,100,705,1
32,Salaried,983800,6.3,4,Vehicle,2238000,36,0,0,0,92.25,227.49,15.3,0,0,0,3,14,2,98.13,736,0
21,Business Owner,405800,5.7,2,Personal,258000,36,3,476700,10790,57.98,63.58,15.46,0,1,15,0,0.5,4,95.6,654,1
37,Business Owner,402100,7.5,3,Vehicle,1015000,48,0,0,0,81.85,252.42,41.43,0,1,11,3,15.8,2,99.75,672,0
30,Business Owner,259700,6.9,1,Personal,526000,60,2,616900,14160,95,202.54,63.32,0,0,0,3,8.5,7,96.46,606,0
31,Professional,331100,8.7,1,Education,538000,36,1,206200,8430,93.2,162.49,22.07,1,4,47,3,11.7,3,79.18,624,0
50,Salaried,1761100,8.6,2,Medical,1570000,72,2,94100,2700,24.42,89.15,28.38,0,0,0,3,22.6,4,98.08,747,1
21,Salaried,584800,6.6,1,Vehicle,235000,72,0,0,0,8.95,40.18,18.97,0,0,0,0,0.5,3,100,672,1
22,Self-Employed,912300,5.1,0,Personal,2139000,24,0,0,0,95,234.46,31.18,0,0,0,3,0.5,8,100,653,0
38,Self-Employed,668500,4.6,2,Personal,652000,24,0,0,0,56.53,97.53,38.2,0,0,0,1,17.7,3,99.27,720,0
33,Self-Employed,997500,7.9,0,Vehicle,1587000,36,0,0,0,67.34,159.1,39.25,0,1,6,4,10.1,2,94.52,657,0
32,Contract,1016300,4.1,2,Personal,2460000,72,0,0,0,61.13,242.05,7.89,0,1,11,0,14.1,2,97.64,765,0
38,Salaried,273600,6.4,0,Personal,166000,36,0,0,0,24.09,60.67,27.2,1,2,20,0,8.7,1,87.81,655,0
38,Contract,644100,4,2,Vehicle,595000,84,0,0,0,22.74,92.38,66.86,0,1,17,0,14.3,1,97.3,646,0
28,Self-Employed,690100,4.3,0,Home Renovation,1668000,24,2,1611800,31120,95,241.7,52.89,0,1,7,2,3.2,3,97.9,643,0
31,Professional,851600,10.5,2,Consumer Durable,237000,24,2,587500,19820,43.47,27.83,27.95,0,1,9,2,7.9,4,95.56,683,1
36,Business Owner,510600,7.8,4,Home Renovation,1405000,24,0,0,0,95,275.17,51.71,0,0,0,3,7.5,6,99.82,646,0
37,Business Owner,772200,8.2,3,Vehicle,566000,36,1,9700,500,31.86,73.3,41.45,0,0,0,1,12.6,2,100,685,1
40,Salaried,523100,9.1,1,Vehicle,918000,60,0,0,0,49.08,175.49,35.72,0,0,0,3,16.9,5,100,719,0
31,Business Owner,417200,5.1,1,Home,246000,48,1,141000,5400,33.83,58.96,18.87,0,0,0,3,6.9,4,97.97,686,1
39,Salaried,559900,4.5,3,Business,1035000,72,0,0,0,49.81,184.85,41.81,0,0,0,2,12,1,100,645,1
44,Salaried,407600,5.9,4,Home Renovation,384000,36,0,0,0,37.07,94.21,47.77,1,2,34,2,21.6,3,88.98,688,0
36,Self-Employed,1046500,0.7,3,Personal,2271000,60,1,1035500,28720,95,217.01,29.43,0,1,12,4,12.6,3,99.38,697,0
35,Professional,636700,8.1,3,Business,1307000,48,0,0,0,69.52,205.28,59.09,0,0,0,5,9.3,3,98.51,651,0
34,Salaried,427800,1.6,0,Home,353000,48,2,588900,19970,83.74,82.52,16.79,0,0,0,3,8.1,4,100,706,1
31,Business Owner,638800,7.5,1,Medical,636000,48,1,28700,570,31.41,99.56,24.34,0,2,32,2,12.4,2,93.29,707,1
28,Salaried,666900,8.5,6,Education,1010000,12,1,375100,8250,95,151.45,68.33,0,1,9,3,2.2,5,97.18,590,0
33,Professional,394100,10.1,1,Education,729000,60,1,319400,10780,86.2,184.98,79.18,1,3,35,0,7.8,4,88.82,549,0
40,Salaried,961700,2.5,0,Home,1235000,60,2,491200,15760,53.43,128.42,46.89,1,0,0,2,24.3,5,92.41,712,1
28,Self-Employed,613800,5.2,0,Personal,335000,60,2,376500,11800,37.77,54.58,23.36,0,0,0,1,0.5,4,99.94,632,0
35,Salaried,811100,5,0,Business,2066000,84,2,1210600,35840,95,254.72,47.91,0,2,28,6,9.8,4,90.93,655,0
34,Business Owner,551700,5.7,1,Home,619000,12,0,0,0,95,112.2,10.25,0,0,0,2,8.4,2,100,715,0
51,Salaried,434400,5.1,2,Personal,1011000,60,3,488400,13400,95,232.73,27.79,1,3,42,3,31.3,6,89.9,736,0
42,Salaried,392600,2,0,Personal,789000,36,3,581600,18800,95,200.97,50.96,0,0,0,2,18,6,100,677,0
42,Salaried,963200,2.2,2,Home,1846000,72,3,938500,20780,69,191.65,69.04,0,1,17,3,19.7,5,95.9,657,0
44,Business Owner,1001100,9.3,1,Home,1081000,84,0,0,0,23.09,107.98,23.61,0,2,27,2,18.6,2,95.67,760,1
31,Salaried,474700,7.5,4,Business,1164000,36,0,0,0,93.8,245.21,29.11,0,0,0,3,3.9,4,94.49,645,0
48,Self-Employed,462500,3.7,3,Home,287000,12,2,133400,4400,78.85,62.05,22.62,1,0,0,3,22.6,3,92.04,723,1
37,Professional,327000,9.1,0,Personal,689000,24,1,161500,3280,95,210.7,49.61,0,1,9,2,15,3,98.86,662,0
36,Salaried,976000,2.1,2,Personal,2522000,36,2,332400,13060,95,258.4,28.55,0,1,17,2,17.5,6,95.22,699,0
26,Salaried,793000,5.3,1,Home Renovation,365000,48,2,860200,22810,48.8,46.03,30.62,0,1,15,1,0.5,5,97.44,663,0
33,Salaried,394000,11.1,0,Home,460000,24,3,582000,15410,95,116.75,54.75,0,1,12,2,10.7,5,93.06,650,0
21,Salaried,1663400,2.7,0,Personal,689000,24,0,0,0,24.34,41.42,26.92,0,1,6,1,0.5,3,96.39,670,0
34,Salaried,805800,10.4,1,Business,1775000,12,0,0,0,95,220.28,10.25,0,0,0,1,9.3,1,100,715,0
31,Salaried,532700,0.7,2,Home Renovation,141000,84,0,0,0,5.97,26.47,46.56,0,0,0,3,0.5,4,100,621,0
33,Professional,934700,7.7,3,Vehicle,1439000,36,1,122200,4890,68.33,153.95,12.81,0,0,0,2,11.5,2,95.91,718,1
24,Salaried,608000,0.5,1,Vehicle,830000,48,0,0,0,41.09,136.51,45.59,0,2,20,4,2.6,3,96.68,642,0
42,Business Owner,344900,11.6,1,Education,265000,48,0,0,0,26.77,76.83,68.28,0,1,7,1,27.3,2,95.84,709,1
41,Salaried,432700,5.1,3,Vehicle,852000,48,1,281500,11380,91.12,196.9,50.07,0,0,0,3,21.2,5,100,684,0
50,Self-Employed,693500,5,3,Medical,816000,48,1,621200,25360,82.87,117.66,34.09,0,0,0,0,20.2,5,98.98,724,0
50,Salaried,682300,6.9,0,Home,465000,36,2,445900,12950,49.64,68.15,19.77,0,1,12,0,23.8,7,97.23,778,1
37,Contract,569800,5,0,Vehicle,175000,24,0,0,0,18.03,30.71,18.49,0,2,33,1,12.3,3,96.38,705,1
45,Professional,1035900,6.3,2,Personal,2153000,60,2,653100,25340,92.28,207.84,66.28,1,1,14,0,20.4,4,93.88,652,0
38,Contract,355200,6.5,1,Vehicle,463000,36,1,21200,830,56.19,130.35,55.11,0,0,0,2,11.2,2,95.88,674,1
32,Salaried,605200,2.6,2,Personal,1417000,24,1,95400,1880,95,234.14,23.28,0,1,17,5,3.9,6,99.3,682,1
